onset	duration	offset	trial	item	RT	response
46.523399999999995	6.249888100195697	52.77328810019569	1	att	4.11262689996511	8.0
52.77446160016729	3.8161980998702063	56.5906597000375	1	past	1.45496140001342	2.0
56.59142899995819	1.841691000387101	58.43312000034529	1	fut	0.6325609004125	8.0
58.4340672001071	3.064186499919799	61.4982537000269	1	self	1.27356560016051	9.0
61.49900600005089	2.2376788998954	63.73668489994629	1	ppl	0.740567700006068	1.0
63.737472600007	2.154198800213692	65.8916714002207	1	arou	0.988744399975985	6.0
65.8927122002296	2.4890553997829983	68.3817676000126	1	aff	1.52954080002382	6.0
68.3827530002981	6.167128900066089	74.54988190036418	1	eng	1.72881620004773	2.0
74.5505451002918	5.458536899648607	80.0090819999404	1	mvmt	1.04332110006362	5.0
80.00985400023089	7.331800499931106	87.341654500162	1	delib	0.79895900003612	4.0
87.342534000223	3.9072640999220027	91.249798100145	1	image	1.16103200009093	8.0
91.25055650033201	4.478849099948988	95.729405600281	1	ling	2.05510819982737	2.0
95.73065500024899	2.083569000009007	97.814224000258	1	conf	0.827909899875522	8.0
149.66606830030798	2.6804228997790176	152.346491200087	2	att	1.3161680996418	8.0
152.347145000176	5.242275699972993	157.589420700149	2	past	0.878842500038445	6.0
157.590117900336	1.5394247998479784	159.12954270018398	2	fut	0.792258999776095	6.0
159.130369099957	4.267332300079005	163.397701400036	2	self	1.20466040028259	9.0
163.398344600277	2.3768368000159796	165.77518140029298	2	ppl	0.965590700041503	1.0
165.77579160004998	2.5799165000209996	168.35570810007098	2	arou	1.11078460002318	6.0
168.356408600399	4.001903499941989	172.35831210034098	2	aff	2.9765752996318	5.0
172.359080700373	10.256041599903	182.615122300276	2	eng	3.81601339997724	3.0
182.61587480006898	2.8164443001150232	185.432319100184	2	mvmt	0.779587500263005	8.0
185.433133599983	5.544002500363007	190.977136100346	2	delib	0.942486500367522	6.0
190.977915400343	2.5714415996330047	193.549356999976	2	image	1.02210109960288	8.0
193.550194699952	7.024905700237014	200.575100400189	2	ling	0.597856300417334	4.0
200.57604799995298	2.3939454001380227	202.969993400091	2	conf	1.0550107001327	8.0
