onset	duration	cue	constant1	timestamp	stimulus_coherence	response_time	response	constant2
20.660147446207702	0.8296892996877432	2	49	2162165.45	93.75	0.8473307997919619	2	0
21.489836745895445	0.8331607	2	49	2162166.088	87.5	0.6558509999886155	1	0
22.32299744617194	0.8372013	2	49	2162166.876	81.25	0.6106858998537064	1	0
23.16019874578342	0.8289685002528131	2	49	2162167.826	93.75	0.7225514003075659	1	0
23.98916724603623	0.8326567001640797	2	49	2162168.788	93.75	0.8564761001616716	2	0
24.82182394620031	0.8239342998713255	2	49	2162169.57	93.75	0.8050619997084141	2	0
25.645758246071637	0.8233713	2	49	2162170.467	87.5	0.8781293998472393	2	0
26.469129546079785	0.8269364000298083	2	49	2162171.077	87.5	0.6646104	1	0
27.296065946109593	0.8305599996820092	2	49	2162171.919	87.5	0.6797124999575317	1	0
28.126625945791602	0.8172818003222346	2	49	2162172.707	87.5	0.6371754	1	0
28.943907746113837	0.8283750996924937	1	49	2162173.614	93.75	0.7269375999458134	1	0
29.77228284580633	0.8172773001715541	2	49	2162174.439	93.75	0.7239531	1	0
30.589560145977885	0.8257357999682426	1	49	2162175.223	93.75	0.6902589001692832	1	0
31.415295945946127	0.8277969998307526	2	49	2162176.023	87.5	0.6647544000297785	1	0
32.24309294577688	0.8240253999829292	2	49	2162176.872	87.5	0.6859243	1	0
33.06711834575981	0.8256112	2	49	2162177.741	93.75	0.7312095002271235	1	0
33.89272954594344	0.8264746000058949	2	49	2162178.597	100	0.7610589	1	0
34.719204145949334	0.8158129998482764	2	49	2162179.404	100	0.7417957000434399	1	0
35.53501714579761	0.8249594001099467	2	49	2162180.149	87.5	0.6709775002673268	1	0
36.35997654590756	0.8263455000706017	2	49	2162180.989	87.5	0.686194	1	0
37.18632204597816	0.8202108000405133	2	49	2162181.825	93.75	0.6959305	1	0
38.00653284601867	0.8292723000049591	2	49	2162182.772	93.75	0.8226421000435948	2	0
38.83580514602363	0.8373417998664081	2	49	2162183.572	100	0.7937556998804212	1	0
39.67314694589004	0.8241961002349854	2	49	2162184.349	93.75	0.7333418000489473	1	0
40.497343046125025	0.8259087996557355	2	49	2162185.222	100	0.7823282000608742	1	0
41.32325184578076	0.8259568000212312	2	49	2162186.062	93.75	0.7960111000575125	2	0
42.14920864580199	0.8302994002588093	2	49	2162186.855	100	0.7629380002617836	1	0
42.97950805	0.8269349001348019	2	49	2162187.66	93.75	0.7376648997887969	1	0
43.80644295	0.8193204998970032	2	49	2162188.434	87.5	0.6847065	1	0
44.625763446092606	0.8309395997785032	2	49	2162189.277	93.75	0.7085509998723865	1	0
45.45670304587111	0.8304925002157688	2	49	2162190.167	100	0.7678051	1	0
46.28719554608688	0.8196622999384999	2	49	2162191.119	87.5	0.8891536998562515	2	0
47.10685784602538	0.8227866999804974	2	49	2162191.959	81.25	0.9094961998052895	2	0
47.929644546005875	0.8253342998214066	2	49	2162192.788	81.25	0.9156526001170278	2	0
48.75497884582728	0.8286170000210404	2	49	2162193.511	93.75	0.8136137002147734	2	0
49.58359584584832	0.8210432999767363	2	49	2162194.313	100	0.7868959000334144	1	0
50.40463914582506	0.8258622	2	49	2162195.053	93.75	0.7057058000937104	1	0
51.23050134582445	0.8249794002622366	2	49	2162196.172	68.75	0.9988384	2	0
52.05548074608669	0.8215622999705374	2	49	2162196.705	93.75	0.7066736998967826	1	0
52.877043046057224	0.8275426998734474	2	49	2162197.57	100	0.7504436997696757	1	0
53.70458574593067	0.8264957000501454	1	0	0	0	0	0	0
54.53108144598082	0.8208286999724805	2	49	2162199.348	87.5	0.8745740000158548	2	0
55.35191015	0.8305518999695778	2	49	2162200.026	93.75	0.7316081998869777	1	0
56.182462045922875	0.8288445002399385	2	49	2162200.856	93.75	0.7311788001097739	1	0
