onset	duration	cue	constant1	timestamp	stimulus_coherence	response_time	response	constant2
20.46701736212708	0.8294005999341607	2	49	1214982.509	68.75	1.0221981001086533	2	0
21.29641796206124	0.8369911001063883	1	0	0	0	0	0	0
22.13340906216763	0.8355858998838812	1	49	1214983.632	62.5	0.4788198999594897	1	0
22.96899496205151	0.8144743000157177	2	49	1214984.895	81.25	0.9069004	2	0
23.78346926206723	0.8259593001566827	2	49	1214985.522	93.75	0.7192453001625836	1	0
24.60942856222391	0.8208749999757856	2	49	1214986.342	93.75	0.7129041999578476	1	0
25.430303562199697	0.8211272000335157	2	49	1214987.025	75	0.5749373000580817	1	0
26.251430762233213	0.8235418000258505	2	49	1214987.76	68.75	0.48961409996263683	1	0
27.074972562259063	0.8213500999845564	2	49	1214988.383	43.75	0.28849729988723993	1	0
27.89632266224362	0.815852	2	49	1214989.87	75	0.9537968998774886	2	0
28.71217466215603	0.8197526999283582	2	49	1214990.891	50	1.1590303000994027	2	0
29.53192736208439	0.8161653000861406	2	49	1214991.674	56.25	1.1225718001369387	2	0
30.34809266217053	0.824503	2	49	1214992.591	43.75	1.2232639000285417	2	0
31.17259566206485	0.8187591000460088	2	49	1214993.284	62.5	1.092151900054887	2	0
31.99135476211086	0.8091854001395404	2	49	1214993.981	75	0.9701034999452531	2	0
32.80054016	0.8172838999889791	2	49	1214995.162	31.25	1.342038600007072	2	0
33.61782406223938	0.8200156	1	0	0	0	0	0	0
34.43783966219053	0.8182961998973042	2	49	1214996.428	75	0.9705566999036819	2	0
35.25613586208783	0.8183854001108557	2	49	1214997.447	50	1.1711993999779224	2	0
36.07452126219869	0.8188435998745263	2	0	0	0	0	0	0
36.89336486207321	0.8160274000838399	2	49	1214998.615	93.75	0.7023543000686914	1	0
37.70939226215705	0.8150243000127375	2	49	1214999.378	87.5	0.6491090999916196	1	0
38.52441656216979	0.8203479000367224	2	49	1215000.461	81.25	0.9167275000363588	2	0
39.34476446220651	0.8154606998432428	2	49	1215001.127	100	0.7626738	1	0
40.160225162049755	0.8302856001537293	1	49	1215001.802	81.25	0.6224326000083238	1	0
40.990510762203485	0.8194698998704553	2	49	1215002.995	75	0.9852072	2	0
41.80998066207394	0.8172702000010759	2	49	1215003.808	75	0.9787081000395119	2	0
42.627250862075016	0.8171501001343131	2	49	1215004.711	62.5	1.0639184000901878	2	0
43.44440096220933	0.8160301998723298	2	49	1215005.528	62.5	1.0642641000449657	2	0
44.26043116208166	0.8245383000466973	1	0	0	0	0	0	0
45.084969462128356	0.8166531999595463	2	49	1215006.796	93.75	0.6916805000510067	1	0
45.90162266	0.8181802001781762	2	49	1215007.933	68.75	1.011689699953422	2	0
46.71980286226608	0.8168165998067707	2	49	1215008.634	81.25	0.8948330997955054	2	0
47.53661946207285	0.8184711001813412	2	49	1215009.509	75	0.9534281000960618	2	0
48.35509056225419	0.8102520999964327	1	49	1215010.136	100	0.7616837	1	0
49.16534266225062	0.8187067999970168	2	49	1215011.408	43.75	1.2229739998001605	2	0
49.98404946224764	0.8188696999568492	2	0	0	0	0	0	0
50.80291916220449	0.8145649000070989	2	49	1215012.583	100	0.7602870999835432	1	0
51.61748406221159	0.8193910999689251	2	49	1215013.684	68.75	1.0473330998793244	2	0
52.43687516218051	0.8213430000469089	2	49	1215014.46	68.75	1.003963900031522	2	0
53.25821816222742	0.8141142998356372	2	49	1215015.411	56.25	1.1329995000269264	2	0
54.07233246206306	0.8198793001938611	2	0	0	0	0	0	0
54.89221176225692	0.8171842999290675	2	49	1215016.435	68.75	0.5229038000106812	1	0
