onset	duration	offset	trial	item	RT	response
59.53399999999999	5.449880299995101	64.98388029999509	1	att	1.4088369999954	8.0
64.98501149999389	4.277006600001201	69.26201809999509	1	past	1.15833970000676	2.0
69.26322499999549	3.7736434000035075	73.036868399999	1	fut	1.3122502000042	5.0
73.0376041999992	4.014300499999095	77.05190469999829	1	self	3.0764960000015	7.0
77.05266319999679	4.293115100001202	81.34577829999799	1	ppl	2.19468480000069	2.0
81.34655119999698	4.836094300000312	86.18264549999729	1	arou	2.43538580000313	3.0
86.18335259999729	4.373634000003989	90.55698660000128	1	aff	1.572820399997	7.0
90.55795899999829	3.4240791999979905	93.98203819999628	1	eng	2.72349830000167	5.0
93.98273279999628	4.302532800000009	98.2852655999963	1	mvmt	1.82388080000237	6.0
98.28631499999828	3.5606712000000016	101.84698619999828	1	delib	1.86571720000211	7.0
101.84765389999728	3.169991800001	105.01764569999828	1	image	1.65490090000094	2.0
105.01834819999928	4.048353599996005	109.06670179999529	1	ling	1.61217119999492	7.0
109.06743759999529	2.9184756000030063	111.9859131999983	1	conf	1.29541730000346	8.0
165.8658484999983	6.717527899999993	172.5833763999983	2	att	3.5212102000005	5.0
172.5842415999943	3.1204712000039763	175.70471279999828	2	past	2.27167400000326	4.0
175.70554169999428	2.2644805000020085	177.9700221999963	2	fut	1.06395600000542	8.0
177.9707841999993	2.4515872999980104	180.4223714999973	2	self	1.43083679999836	7.0
180.42322939999627	3.407223100003023	183.8304524999993	2	ppl	1.81231819999812	6.0
183.8310620999983	3.1707221999969875	187.00178429999528	2	arou	2.01987379999628	6.0
187.00264569999928	2.620207200001005	189.62285290000028	2	aff	1.39667819999886	7.0
189.6236221000003	3.9812375999970016	193.6048596999973	2	eng	2.43813289999525	4.0
193.6056388000003	3.947757899994002	197.5533966999943	2	mvmt	1.87443549999443	7.0
197.5545208999973	4.6493203999999935	202.2038412999973	2	delib	1.99141640000016	8.0
202.2048230000003	5.280672199994996	207.48549519999528	2	image	4.40411440000025	7.0
207.48612349999928	4.380212999997013	211.8663364999963	2	ling	2.34901240000181	3.0
211.8669950999973	3.3025769000019807	215.16957199999928	2	conf	1.85865570000169	7.0
267.0665434999973	6.426302799999007	273.4928462999963	3	att	3.31257960000221	5.0
273.4935970000013	2.8507941999990294	276.3443912000003	3	past	1.61115489999793	5.0
276.3450133999943	3.1987080000039896	279.5437213999983	3	fut	1.65806050000538	7.0
279.5444693999963	2.61704489999903	282.1615142999953	3	self	1.49028669999825	7.0
282.1621891999973	2.766434800003026	284.9286240000003	3	ppl	1.24326960000326	2.0
284.92930889999826	2.976778999997009	287.90608789999527	3	arou	1.85976529999607	3.0
287.9070620999993	3.2534328999969944	291.1604949999963	3	aff	2.16966519999551	5.0
291.1613449000003	2.577698899999973	293.7390438000003	3	eng	1.76596989999962	5.0
293.73984799999727	3.1462929999980247	296.8861409999953	3	mvmt	1.48522109999612	7.0
296.8868144000013	4.706311599998969	301.59312600000027	3	delib	2.70152519999829	6.0
301.5940515999973	2.4653226000010022	304.0593741999983	3	image	1.50761939999938	7.0
304.0603880999993	3.8292221000010045	307.8896102000003	3	ling	1.95135499999742	3.0
307.89046579999626	2.75950759999904	310.6499733999953	3	conf	1.49287670000194	8.0
372.5698023000013	3.728403599997989	376.2982058999993	4	att	1.9028072000001	5.0
376.29822499999926	3.164852299996028	379.4630772999953	4	past	1.61802299999545	2.0
379.4630965999973	2.2841436000019826	381.7472401999993	4	fut	1.14863100000366	8.0
381.7472590999973	2.3203971000040156	384.0676562000013	4	self	1.69824099999823	6.0
384.0676697999953	2.747545800004957	386.8152156000003	4	ppl	1.28470440000092	8.0
386.8152444000013	2.517501999994977	389.33274639999627	4	arou	1.4754427999942	7.0
389.3327765000003	2.268434699994998	391.6012111999953	4	aff	1.19546479999553	8.0
391.60123009999427	3.569720300002018	395.1709503999963	4	eng	3.23188040000241	5.0
395.1709660999993	4.018620499998974	399.1895865999983	4	mvmt	2.35832519999531	7.0
399.1896053999953	3.595652299999017	402.7852576999943	4	delib	1.7471291000038	9.0
402.7852713999963	4.831505300005006	407.6167767000013	4	image	1.52366820000316	8.0
407.61679039999626	1.7989528000030077	409.41574319999927	4	ling	1.03642879999825	6.0
409.4157624000003	3.665099599995017	413.0808619999953	4	conf	1.98570130000007	9.0
469.98194909999427	5.4579955000010045	475.4399445999953	5	att	1.75233980000485	2.0
475.4399644000013	3.494058199997994	478.9340225999993	5	past	1.78348189999815	1.0
478.9340398999993	2.028216499996006	480.9622563999953	5	fut	0.717026799997257	9.0
480.9622763000013	3.9125299999939784	484.87480629999527	5	self	1.55633519999537	8.0
484.8748239999993	2.1431425999979865	487.0179665999973	5	ppl	0.782170300000871	8.0
487.0179857999973	2.7376121999989778	489.75559799999627	5	arou	1.60238640000171	8.0
489.75561499999526	3.846944200006021	493.6025592000013	5	aff	1.66451450000022	9.0
493.6025739999973	3.6096507000040674	497.21222470000134	5	eng	2.44285639999725	5.0
497.2122393999963	4.044406900001036	501.2566462999973	5	mvmt	1.53366620000452	2.0
501.25668169999733	3.41963299999793	504.67631469999526	5	delib	1.37469499999861	9.0
504.6763352999993	3.188483799997016	507.86481909999634	5	image	1.16035700000066	8.0
507.8648395999993	1.4655151999979807	509.3303547999973	5	ling	0.776146500000323	6.0
509.33037159999424	2.719978000001106	512.0503495999953	5	conf	1.35660420000204	9.0
567.8854253999963	6.055401700003017	573.9408270999993	6	att	1.32792260000133	7.0
573.9408418999963	4.478732299998001	578.4195741999943	6	past	2.53728380000393	1.0
578.4195907999973	4.273977999996987	582.6935687999943	6	fut	1.13193319999846	9.0
582.6936113999983	3.0272499999989577	585.7208613999973	6	self	1.72552079999878	7.0
585.7208818000003	2.4553369999990764	588.1762187999993	6	ppl	1.24050789999455	8.0
588.1762315999953	4.040203100004987	592.2164347000003	6	arou	1.36476920000132	8.0
592.2164505999973	2.894832700004031	595.1112833000013	6	aff	1.31068419999792	8.0
595.1113225999943	4.535717800004932	599.6470403999992	6	eng	3.68496900000173	7.0
599.6470698999983	3.09712810000201	602.7441980000003	6	mvmt	1.26928149999731	3.0
602.7442153999953	2.8332121000050847	605.5774275000003	6	delib	1.29844710000179	9.0
605.5774473999993	3.1761468999980025	608.7535942999973	6	image	1.40664889999607	8.0
608.7536164999983	3.125549199999	611.8791656999973	6	ling	1.87673589999758	6.0
611.8791857999972	3.2475725000040256	615.1267583000013	6	conf	1.76572550000128	9.0
